Bandwidth,Final balance,Reward Earned,Reward Cost,Gas Cost
8.272235338637511,999993956.5,3262.5,9300,6
23.564842761937356,1000004004.65625,14622.65625,10600,18
22.54880127284629,999998413.78125,9025.78125,10600,12
231.25911342314532,999993195.8125,5707.8125,12500,12
281.692250643426,999996523.9375,7135.9375,10600,12
257.36965536437606,999993640.625,2640.625,9000,0
238.24460950367182,999997135.40625,7941.40625,10800,6
177.6683460537239,999998157.53125,9569.53125,11400,12
294.42235618380727,1000001850.6640625,11880.6640625,10000,30
82.18653472089683,999992678.375,784.375,8100,6
120.99705939737134,999995756.6953125,5362.6953125,9600,6
43.59150034497718,999993258.3125,1270.3125,8000,12
130.4731668391625,999997232.5,6762.5,9500,30
187.49640998919475,999995315.5390625,3727.5390625,8400,12
146.6805856620584,999994072.125,5778.125,11700,6
213.2527378192147,999995567.15625,4485.15625,8900,18
146.56516973789212,999995022.625,4940.625,9900,18
138.03430980810376,999999223.125,9053.125,9800,30
60.1975306370581,999991773.6875,1679.6875,9900,6
234.88341692987277,999996151.28125,6163.28125,10000,12
87.8274210161702,999992489.3125,1495.3125,9000,6
260.45491025395415,999995875.75,4293.75,8400,18
229.37631619028969,999992816.125,1928.125,9100,12
243.85247697862866,999990837.21875,2349.21875,11500,12
158.54109677467403,999992106.75,818.75,8700,12
265.847740312828,999992503.375,1709.375,9200,6
22.14617009538486,999989749.4375,873.4375,11100,24
89.93752088179123,999992372.125,3678.125,11300,6
29.838430423301048,999991150.5,1062.5,9900,12
111.86916555904651,999989894.6953125,3512.6953125,13600,18
82.4095484643271,999994195.1953125,3225.1953125,9000,30
169.62419359379479,999993047.5703125,1659.5703125,8600,12
56.62195049215495,999991874.6875,1904.6875,10000,30
290.1860385110184,999990404.65625,1922.65625,11500,18
145.9427898391899,999995839.28125,6563.28125,10700,24
239.18499082511863,999990297.125,1403.125,11100,6
111.16787049823915,999993279.9375,2085.9375,8800,6
53.910892492067255,999992794.0,1300.0,8500,6
53.84706092855552,999992408.0625,1714.0625,9300,6
166.79802932775848,999993664.3125,3470.3125,9800,6
188.19223881251645,999990286.9375,810.9375,10500,24
178.82248607897517,999989945.8125,1257.8125,11300,12
40.38724301104819,999993060.375,1184.375,8100,24
13.477295076968556,999991654.125,1278.125,9600,24
77.88812016990781,999992003.375,1909.375,9900,6
153.95840699751716,999994641.8203125,5465.8203125,10800,24
109.82103366591936,999990636.6875,2054.6875,11400,18
69.75269856400796,999992822.375,1334.375,8500,12
13.404087778357763,999990923.9375,935.9375,10000,12
216.78865746254348,999991163.25,1981.25,10800,18
159.95921089370933,999995751.78125,3675.78125,7900,24
81.7210689884795,999991056.6953125,1862.6953125,10800,6
80.36424166224847,999994670.5625,2876.5625,8200,6
66.45242740394737,999994279.125,1903.125,7600,24
64.4291664602017,999992639.8125,1757.8125,9100,18
252.6643805426771,999991894.0,2300.0,10400,6
184.48407094535398,999992042.4375,3548.4375,11500,6
43.20457633986038,999991298.125,1428.125,10100,30
101.87245980051043,999992130.1875,1442.1875,9300,12
271.53759822975724,999990655.1875,1067.1875,10400,12
192.38495818587006,999993317.6875,1129.6875,7800,12
176.9076270590666,999994116.90625,2228.90625,8100,12
1.4131287534063592,999994450.75,2068.75,7600,18
285.0381648930913,999991129.90625,1653.90625,10500,24
226.5696261942052,999991745.53125,669.53125,8900,24
98.09750947918869,999991191.125,1903.125,10700,12
190.3808379120719,999992041.125,1053.125,9000,12
17.68676597844778,999988475.75,1193.75,12700,18
242.42416624888835,999992450.5,1462.5,9000,12
94.93781367437518,999991834.625,1240.625,9400,6
46.12153293948189,999989492.40625,916.40625,11400,24
39.0000098977379,999990991.125,1603.125,10600,12
275.99561013095865,999992144.0,1350.0,9200,6
14.449929989279164,999991120.8125,1132.8125,10000,12
147.29159173550434,999991894.0,900.0,9000,6
258.52578626255604,999994190.59375,2308.59375,8100,18
38.81041918351833,999994054.125,4578.125,10500,24
57.49874344022515,999990071.2578125,1289.2578125,11200,18
12.56673100692303,999992700.75,2218.75,9500,18
111.29204587930434,999990122.875,846.875,10700,24
250.68388304608527,999993372.625,2190.625,8800,18
239.22539393854805,999992082.0,800.0,8700,18
14.762070934500683,999992686.4375,598.4375,7900,12
43.712457677835744,999991315.84375,1339.84375,10000,24
244.26298027173615,999991036.6875,754.6875,9700,18
126.30177057366936,999990065.625,1065.625,11000,0
209.40340933841608,999992900.5,2412.5,9500,12
159.03341822312586,999991789.5625,1701.5625,9900,12
129.8757796708011,999993012.75,2918.75,9900,6
39.88180994466295,999993629.125,2453.125,8800,24
166.4605265130971,999992597.625,2515.625,9900,18
206.8489095899726,999991320.28125,2638.28125,11300,18
37.918797252570144,999992270.28125,4488.28125,12200,18
235.74321303660574,999993675.75,2493.75,8800,18
163.87412704118978,999993063.53125,2069.53125,9000,6
137.42612333002046,999990570.28125,1288.28125,10700,18
112.5482303678023,999992008.3125,1620.3125,9600,12
72.41084771728069,999992808.5625,2626.5625,9800,18
185.84532618510886,999991188.25,706.25,9500,18
290.780209614182,999992682.8125,1382.8125,8700,0
