Bandwidth,Final balance,Reward Earned,Reward Cost,Gas Cost
172.81546118751334,999999672.5,28.125,500,15
65.62830181307685,999999725.0,25.0,300,0
168.92969329962904,999999912.5,12.5,100,0
254.07397221951578,999999740.625,40.625,300,0
161.082602004903,999999744.375,40.625,400,15
231.21451129662486,999999894.375,9.375,100,15
223.38419263360115,999999984.375,184.375,200,0
19.07001294405506,1000000981.875,0.0,100,15
245.25691693341457,999999840.625,40.625,200,0
28.781134932593215,999999850.0,50.0,200,0
282.01984963354926,999999906.875,21.875,100,15
182.79743765786898,999999887.5,187.5,300,0
1.2107975458464444,999999985,0,0,15
32.05748463281111,999999525.0,25.0,500,0
59.99588094288216,999999915.625,15.625,100,0
142.90685423526347,1000000038.75,18.75,200,30
16.865085838019244,999999875.0,75.0,200,0
63.614898118030084,1000000092.5,12.5,200,45
157.7818662109397,999999913.75,43.75,200,30
235.4259764643341,999999625.625,40.625,400,15
10.269538317975515,999999985.625,0.0,100,30
107.62360347986588,999999906.25,6.25,100,0
178.15669265854453,999999903.75,18.75,100,15
89.94718249124456,999999701.875,46.875,300,45
135.11627844301202,999999916.25,31.25,100,15
216.70201520529648,999999891.25,6.25,100,15
255.15715662305854,999999953.75,168.75,200,15
11.688121309009192,999999906.25,6.25,100,0
259.1466010713578,999999826.25,56.25,200,30
136.8389584805901,999999875.0,75.0,200,0
279.9316664385078,999999815.625,15.625,200,0
222.84500326574144,999999788.75,18.75,200,30
113.28018824644448,999999606.875,21.875,400,15
253.46391567048838,999999556.875,71.875,500,15
217.18591751544224,999999590.625,90.625,500,0
192.74303962387825,999999891.25,6.25,100,15
77.46470972288552,1000000062.5,162.5,100,0
60.53790193699736,999999903.125,3.125,100,0
206.52495825461375,999999834.375,34.375,200,0
184.72463370299656,999999804.375,34.375,200,30
274.569738804827,999999685.625,15.625,300,30
99.44307262969096,999999809.375,9.375,200,0
37.783647882623185,999999788.75,18.75,200,30
89.21165505546229,999999859.375,59.375,200,0
274.8439998224256,999999928.75,43.75,100,15
243.41766090150824,999999728.75,43.75,300,15
22.589539004476112,999999925.0,25.0,100,0
75.53570518663253,999999763.125,78.125,300,15
146.66424574816378,999999634.375,34.375,400,0
234.92823114099903,999999825.625,40.625,200,15
272.34792202204295,999999912.5,212.5,300,0
291.2580360300848,999999813.75,43.75,200,30
192.84316443301316,999999688.75,18.75,300,30
159.89453945697605,999999537.5,37.5,500,0
129.74948632498757,999999738.125,53.125,300,15
168.15096944429212,999999863.125,78.125,200,15
241.2335237547079,999999832.5,62.5,200,30
231.33933323287704,999999863.125,78.125,200,15
17.0504878033416,999999734.375,34.375,300,0
231.26543904135795,999999897.5,12.5,100,15
198.32115047055197,999999779.375,9.375,200,30
226.61299734903565,999999725.625,40.625,300,15
36.383287109713315,999999803.75,18.75,200,15
283.18291341413675,999999519.375,34.375,500,15
84.34895229835885,999999897.5,12.5,100,15
146.9388282827671,999999803.75,18.75,200,15
200.53672982808243,999999721.875,21.875,300,0
229.01055183434846,999999828.75,43.75,200,15
58.99545333918177,999999888.75,18.75,100,30
172.5842788337547,999999947.5,62.5,100,15
77.72903300350002,999999818.75,18.75,200,0
265.9525997963945,999999644.375,59.375,400,15
299.1694492218755,999999906.25,6.25,100,0
37.29974945548375,999999813.75,143.75,300,30
289.0827473362461,999999915.625,15.625,100,0
42.31271998427715,999999743.75,43.75,300,0
265.6426442650794,999999809.375,9.375,200,0
62.73340911231066,999999688.75,18.75,300,30
34.29178742766533,999999818.75,18.75,200,0
131.11047525303255,999999797.5,12.5,200,15
231.61359678631854,999999631.875,46.875,400,15
6.4268390226508085,1000000000,0,0,0
272.72719962879125,999999840.625,40.625,200,0
122.74070013898951,999999540.625,40.625,500,0
181.71585892872466,999999932.5,62.5,100,30
202.10240752289167,999999641.25,56.25,400,15
152.51520180269245,999999838.125,53.125,200,15
90.2967734326213,999999688.75,18.75,300,30
73.09939917440767,999999595.0,25.0,400,30
251.48646959128925,999999846.875,146.875,300,0
135.54496402336204,999999795.0,25.0,200,30
149.2951371730932,999999750.0,50.0,300,0
270.1545641648058,999999821.875,21.875,200,0
5.966174394890587,1000000000,0,0,0
56.8882380130096,999999745.0,75.0,300,30
288.8637471904876,999999944.375,59.375,100,15
102.69758067618173,999999859.375,159.375,300,0
269.49978097452265,999999731.25,31.25,300,0
292.6312220181714,999999850.625,265.625,400,15
261.83546761962464,999999886.875,46.875,100,60
