Bandwidth,Final balance,Reward Earned,Reward Cost,Gas Cost
17.24377787218411,1000000287.875,10501.875,9590,624
4.701884436348083,1000000770.4375,11768.4375,10200,798
20.034980444240304,999996102.4375,6618.4375,9820,696
27.10921334533799,999998845.75,9733.75,10060,828
8.859808060259612,999995867.5,6567.5,9950,750
30.44409951174506,999995211.8125,5697.8125,9730,756
43.84369809988332,999992106.8125,2852.8125,10050,696
26.971773776113242,999993490.125,4048.125,9760,798
10.405481536177644,999992676.8125,3512.8125,10110,726
5.354359429628728,999991478.4375,2228.4375,10060,690
13.425706217273497,999992034.625,3000.625,10240,726
49.15488791168778,999991286.6875,2224.6875,10080,858
2.35623226627808,999991595.6875,2809.6875,10320,894
5.965150273254907,999990288.5625,1306.5625,10250,768
4.340919762997383,999993126.25,4226.25,10350,750
2.6381396439333846,999991557.625,2505.625,10270,678
6.913932574195243,999992314.3125,3230.3125,10160,756
28.910987714965994,999992769.125,3583.125,10010,804
42.24931626875806,999990335.375,1829.375,10690,804
10.143165201443482,999989522.25,726.25,10430,774
23.748748174064687,999992271.375,2959.375,9950,738
32.178423661472564,999990877.25,2271.25,10650,744
48.90437866718475,999992687.75,3333.75,9920,726
8.417637316592227,999991564.8125,1692.8125,9420,708
47.65417628873194,999990397.8125,1407.8125,10230,780
45.854308592538075,999991160.375,1814.375,9820,834
17.964575055646307,999990346.875,1246.875,10060,840
9.807327224141172,999991015.5625,951.5625,9180,756
3.949351825957502,999992305.125,3083.125,9980,798
17.770574417489726,999990514.75,1108.75,9910,684
17.084773060573042,999993431.1875,3897.1875,9770,696
47.3098247352569,999993009.375,3239.375,9450,780
39.73169296980036,999990353.625,1115.625,10000,762
3.137440245370538,999991876.75,2458.75,9850,732
2.2828570521505442,999991773.5,2247.5,9790,684
31.581068013858683,999991149.125,2123.125,10230,744
8.323090769661459,999994217.6875,4769.6875,9820,732
33.622312984345555,999991794.4375,2628.4375,10090,744
31.624295521675354,999990931.25,1641.25,9900,810
43.31055849728048,999991007.0625,1679.0625,9940,732
