Bandwidth,Final balance,Reward Earned,Reward Cost,Gas Cost
200.26317841395348,999999176.8125,1182.8125,2000,6
142.30748556084723,999999562.5,162.5,600,0
150.68684474055596,999999384.625,1890.625,2500,6
165.2546424719513,999998712.5,212.5,1500,0
15.047401664150328,1000003338.25,4656.25,1300,18
73.43465532179893,999999003.625,315.625,1300,12
69.22165828780705,1000001506.5,2212.5,700,6
91.51874975919597,999998673.9375,185.9375,1500,12
85.30478907731941,1000000159.875,1571.875,1400,12
253.2861584989896,999999037.75,343.75,1300,6
15.614546911996461,999998388.0,400.0,2000,12
0.5633059452468638,1000000000,0,0,0
48.59235720782459,999998878.375,184.375,1300,6
13.295025890481266,999999475.25,181.25,700,6
58.088626289056855,999999178.875,96.875,900,18
216.49595843989306,999998894.5,312.5,1400,18
218.9296306360981,999999200.0,100.0,900,0
37.466732558741626,999999090.875,96.875,1000,6
267.45434140727707,999998472.125,278.125,1800,6
21.85416461473583,999998500.25,206.25,1700,6
22.396264818246472,1000000678.375,1384.375,700,6
25.032079291131804,999998740.625,140.625,1400,0
202.17995349265084,1000000750.5,2862.5,2100,12
118.35248111559183,999999169.0,275.0,1100,6
275.96117804915195,999998734.625,140.625,1400,6
132.11159588323937,999999053.375,359.375,1300,6
8.721081571677697,999998856.75,168.75,1300,12
83.05538331766759,999998509.625,315.625,1800,6
284.44441714672377,999998957.25,81.25,1100,24
277.13909149985363,999999382.0,100.0,700,18
69.0650455912632,999998309.375,409.375,2100,0
170.30737508007388,999998934.375,334.375,1400,0
88.63713878936015,999999520.8125,132.8125,600,12
160.97307998710696,999998825.25,431.25,1600,6
298.9702820337153,999998667.1875,667.1875,2000,0
174.38871561989325,999998337.75,243.75,1900,6
84.33825439960198,999998887.5,287.5,1400,0
163.4213059059042,999998445.5625,151.5625,1700,6
142.43026109720617,999999011.1875,117.1875,1100,6
86.18258490172101,999998990.625,690.625,1700,0
276.1024207923975,999999093.75,93.75,1000,0
128.8838843291866,999998350.25,156.25,1800,6
184.35164039011536,999998822.125,328.125,1500,6
235.80459653703713,999998803.375,709.375,1900,6
90.31746509726742,999998678.125,78.125,1400,0
10.256953441137846,999999500.0,700.0,1200,0
57.350630584391425,999999040.875,146.875,1100,6
191.06520436562613,999998075.0,375.0,2300,0
146.40431439175057,999997881.25,181.25,2300,0
68.1675728809577,999998550.25,256.25,1700,6
273.75880600963063,999998219.25,431.25,2200,12
31.779099611794983,999998784.375,184.375,1400,0
41.80809488740648,999999075.25,281.25,1200,6
104.86515625533644,999998953.625,65.625,1100,12
172.07761883473222,999998968.75,468.75,1500,0
56.33536799624193,999999222.125,128.125,900,6
10.86089960612635,999998281.25,281.25,2000,0
203.58364980039926,999998478.375,284.375,1800,6
238.7177089372495,999998578.125,478.125,1900,0
195.74300570264225,999998763.5,387.5,1600,24
11.775565671283577,999999150.25,156.25,1000,6
297.1439817455368,999998247.125,253.125,2000,6
193.63798314119495,999999663.0,1175.0,1500,12
261.9382170733164,999999025.0,125.0,1100,0
261.2669476434179,999999900.0,800.0,900,0
112.84069051848518,999999340.625,1240.625,1900,0
131.49375222655524,999998308.0625,214.0625,1900,6
256.50316394892576,999999062.5,62.5,1000,0
85.82974651273847,999999048.6875,154.6875,1100,6
206.73729777510206,999999180.1875,92.1875,900,12
60.73758217063863,999998475.0,375.0,1900,0
232.69715289448524,999998725.0,325.0,1600,0
189.40696478156713,999999063.0,275.0,1200,12
179.4383397185863,999998915.875,121.875,1200,6
83.10816138352062,999999322.125,128.125,800,6
240.10777841262632,999998615.625,315.625,1700,0
296.6083544865184,999998490.875,196.875,1700,6
63.79486953340923,999998240.875,346.875,2100,6
25.45575353205811,999998119.25,231.25,2100,12
33.58175207328589,999998731.25,131.25,1400,0
47.45114284643907,999999056.25,56.25,1000,0
70.27504108151336,999998872.375,784.375,1900,12
78.17571702061053,999998992.4375,198.4375,1200,6
94.13449486521091,999999384.625,690.625,1300,6
47.309178312922036,999998484.375,184.375,1700,0
200.8316943332887,999999964.5625,1176.5625,1200,12
91.58656319398649,999998778.625,90.625,1300,12
244.74647435949237,999998647.375,159.375,1500,12
212.65722279442446,999998741.375,159.375,1400,18
41.1434186653043,999998303.125,103.125,1800,0
48.41599300418137,999998771.875,471.875,1700,0
220.73381492047548,999999062.5,62.5,1000,0
38.50255355111134,999998372.125,378.125,2000,6
250.8220109323172,999998469.5,187.5,1700,18
1.2214944811831228,999999994,0,0,6
160.7654058950537,999998951.8125,257.8125,1300,6
7.767035288093094,999998675.25,81.25,1400,6
139.8866264571184,999999278.125,478.125,1200,0
128.48308392638327,999999159.625,565.625,1400,6
265.4712196204578,999998716.125,128.125,1400,12
