Bandwidth,Reward Earned
249.5602093242142,300
499.1204186484284,200
748.6806279726427,300
998.2408372968569,500
1247.801046621071,100
1497.3612559452854,200
1746.9214652694995,200
1996.4816745937137,300
2246.041883917928,400
2495.602093242142,300
